"log_wage_homo","log_wage_hetero","education","experience","experience_sq","north","northeast","south","centerwest","male","white","log_wage_predito_hetero","log_wage_predito_homo"
9.1660819353438,9.42264474740834,13,11,121,0,0,0,1,1,1,9.36440183527577,9.30247550614539
7.98851359434159,7.76990195887152,9,5,25,1,0,0,0,0,0,8.00607126154241,7.98024222427786
8.98272425964613,9.91609325685483,11,19,361,0,0,0,0,1,1,9.15714575333175,9.1484195221256
8.43484409249576,9.85198450290409,6,12,144,0,1,0,0,1,1,8.15377926856035,8.19917669491915
10.2004401555795,9.2016956867146,11,27,729,0,0,0,0,0,1,9.05846824846488,8.98821817635554
7.56409845552033,6.65478315874965,7,2,4,0,1,0,0,0,1,7.75084770420997,7.81807380941078
9.22900707912152,9.32867215445,12,17,289,0,0,0,0,1,1,9.24495375393655,9.2459949838211
8.30923154549739,8.04074190876198,7,8,64,0,0,1,0,0,1,8.20182513601646,8.27722044441298
9.01400449118392,9.61209270610428,11,33,1089,0,0,0,0,1,1,9.39000712403964,9.26414602097755
7.98312006723832,7.88637960182527,7,2,4,0,0,1,0,0,0,7.77853483512363,7.91263746409626
8.35731727131637,8.85764222283524,9,24,576,0,1,0,0,0,0,8.31782716816495,8.33073954822616
8.90382624917871,8.43939099547363,4,25,625,0,1,0,0,1,0,7.92616784894357,7.9435403922042
8.34391503556469,9.09478938664337,10,5,25,0,0,0,0,0,1,8.42136524629349,8.470297449286
9.60043560723693,9.67145471457752,13,5,25,0,0,1,0,1,0,8.90587472955425,9.02475662620807
9.12009276690187,9.68605714688763,10,21,441,0,0,0,0,1,1,9.06679361577183,9.04708207769064
7.96781186263689,8.10076765804505,4,16,256,0,1,0,0,0,1,7.74133384816911,7.77017103236377
9.75677859558526,8.61299748898642,7,9,81,0,0,1,0,1,1,8.47659465724795,8.55084796750971
9.41294121978213,9.49092872290903,15,23,529,0,0,0,0,0,0,9.27104186891071,9.27153102509974
9.08129766187681,8.77649267648535,16,22,484,0,1,0,0,0,1,9.44285051881901,9.40913791765069
8.03636440100754,9.55692999944799,5,16,256,0,0,0,1,0,1,8.19030911523868,8.12043871171691
8.22193857338594,8.86493455145036,8,16,256,0,0,0,0,1,0,8.45392438300904,8.51568764470943
8.55292423968884,9.23452296981407,11,11,121,0,0,0,0,1,1,8.96811109991424,8.99952647394219
9.0894839101118,8.56637270327566,11,23,529,0,0,0,0,1,0,8.99304600180706,9.00381069669323
8.30555487530451,8.51032590876819,7,31,961,0,1,0,0,1,1,8.65543680046357,8.56580221690625
8.56283007354061,8.55711230194634,6,24,576,1,0,0,0,1,0,8.31432548010028,8.20423334394533
8.74256642957738,8.96912038449369,9,10,100,0,0,0,0,0,1,8.43211273010738,8.46946844295084
9.18466343415908,9.52269435846919,13,28,784,1,0,0,0,1,1,9.54296276649042,9.33787175841559
9.05730256823362,8.60123990891889,10,15,225,0,0,0,0,1,0,8.69311398550417,8.75585776079329
7.92088368170722,8.30475261066237,7,17,289,0,1,0,0,0,0,7.91440824756488,7.97835571566858
7.66085970683765,7.5585568028673,8,5,25,0,1,0,0,0,0,7.73157708250343,7.83902810015218
9.26398709061977,8.53604827447141,15,21,441,1,0,0,0,1,0,9.43900238217954,9.33196135047555
7.92009514650479,7.70994667122962,8,14,196,0,0,0,0,0,0,8.15965975265245,8.22956171254139
8.93955408535878,8.2029428834989,12,0,0,0,0,0,0,0,1,8.52596736503646,8.57676981313173
10.1459529751566,9.51160906905088,15,21,441,0,0,1,0,1,1,9.81015030558595,9.80743353684222
8.42363591803415,8.91574691977661,11,28,784,0,1,0,0,0,1,8.89021216192277,8.81859921453556
8.42976664143867,7.17697705693053,8,14,196,0,0,0,0,0,1,8.40301200915509,8.42604516562873
8.56427572878894,8.59584170755464,9,22,484,0,1,0,0,0,1,8.52409730913375,8.50504767022547
8.65711045208657,8.34511856837451,8,10,100,1,0,0,0,0,1,8.26017100185894,8.17589667103005
8.44388750705361,8.65823859966443,14,0,0,0,1,0,0,1,0,8.60818700235445,8.7110261326488
8.85843013221686,7.74951211130397,9,6,36,0,0,0,0,0,0,8.07643418821003,8.17220458659561
8.21553642905308,9.09299093257907,15,17,289,0,0,0,0,0,0,9.1483469060111,9.1880761095081
7.93777653516927,8.10747057514816,8,4,16,1,0,0,0,0,0,7.84451311183152,7.82259963893169
8.04003843716451,7.66602820281171,7,20,400,0,0,0,0,1,0,8.40955884032592,8.4496924709506
8.72579774310636,7.8837107107495,10,18,324,0,1,0,0,1,0,8.57720483622671,8.63098602649806
9.08092138979658,9.22724897523319,10,25,625,0,0,0,0,0,1,8.89395187983729,8.84253006974452
8.43930036667695,8.69778673871245,8,3,9,0,0,0,0,0,1,8.09761291263293,8.15407178290879
8.09852438512661,9.37970019131594,4,27,729,0,0,0,0,1,0,8.1433687492792,8.13654714596516
8.46155197943307,9.26069581009645,10,11,121,0,0,0,1,1,0,8.72729820319374,8.71852480416152
7.91752051279316,8.28226744161319,7,0,0,1,0,0,0,0,0,7.58567154617952,7.5700915895949
8.83100491496949,8.8949485690442,13,15,225,0,0,0,1,0,0,8.97364921238996,8.93905987250647
8.35522631971953,7.16238060164103,6,21,441,0,1,0,0,1,0,8.11450453492884,8.15750122929248
8.52600358769528,9.99619296323474,13,28,784,0,0,0,0,0,0,9.09329581270756,9.05690165749468
7.8849496768143,6.94945769605406,7,11,121,0,0,0,0,0,1,8.19610329880617,8.23400080529131
9.07007570969356,10.1988031446628,11,21,441,1,0,0,0,0,1,8.91034683757411,8.76291913491201
9.04451684133666,9.40735024889756,13,20,400,0,1,0,0,1,0,9.01312660125021,9.04815257196153
8.59273992442917,7.95389786458808,8,15,225,0,0,1,0,0,1,8.51406375513347,8.5596997554848
8.83187705527275,10.0968673942964,11,37,1369,0,0,0,0,1,0,9.19028945514303,9.06686943719281
9.11232360255993,8.65484980595531,9,14,196,0,0,1,0,0,1,8.62136686486335,8.66977362625162
7.37794410026072,8.1082221730569,6,11,121,0,0,0,0,1,0,8.06850655077928,8.15726427269397
7.97004668008016,9.01153613606201,9,8,64,0,0,0,0,1,0,8.38087536638716,8.47337844972147
9.80469223494194,10.0767985416487,15,15,225,0,0,0,0,1,1,9.59271853463913,9.5981199620415
8.40017490246409,6.67604265128307,9,13,169,0,0,0,0,0,0,8.26632682814355,8.33869508762334
8.52260076868055,7.95250151883312,7,6,36,0,0,1,0,0,1,8.14438992484153,8.22494925140931
8.1736203412937,10.1176696374471,9,7,49,0,0,0,0,1,1,8.59582803442173,8.64419655414941
8.20327014996549,8.56173868255536,11,26,676,0,1,0,0,0,0,8.61486606379657,8.60746439583909
9.49483047471911,8.77510798153895,13,20,400,1,0,0,0,1,1,9.39972257826537,9.25669439954237
8.81466237037897,9.31781744763289,14,8,64,0,1,0,0,1,0,8.85319266878498,8.94268280110022
8.44607133337415,8.91038540628478,10,16,256,0,1,0,0,1,0,8.53249030982747,8.59752474719166
8.69383641841637,9.23829107007493,14,13,169,1,0,0,0,0,0,8.8818878510539,8.8200578134956
7.85234573540547,8.2032457793843,7,12,144,0,0,0,1,1,0,8.35940227912728,8.35296092118495
8.11064797854258,7.81870155454699,4,12,144,0,1,0,0,1,1,7.89127835150742,7.9408651956548
8.00242011454902,9.97140541775499,8,11,121,0,0,0,0,0,1,8.32735375733264,8.36315655492348
8.76892871557899,8.2687269216248,8,20,400,0,0,0,0,1,0,8.54080929885238,8.57884822058277
7.92718682257037,7.7799412999912,4,1,1,0,0,0,0,1,0,7.51246923546387,7.62819185156263
7.90559191100368,8.53107442746659,11,17,289,1,0,0,0,0,0,8.58265380218326,8.50703708869078
8.35680406904911,8.46465857837852,7,26,676,0,0,1,0,0,1,8.60425587360965,8.57837195817056
8.6944767284744,9.24299981523903,9,14,196,0,1,0,0,0,1,8.35032747744706,8.37872651847879
8.39424768912921,8.78751116913309,4,15,225,0,0,0,0,1,0,7.90561123434538,7.98092326300024
9.09158826136085,8.81560102182749,11,4,16,0,0,0,0,1,0,8.5259617241351,8.62338558023901
9.6441589195229,9.78092260110661,16,28,784,0,1,0,0,1,1,9.7934704215573,9.71328063281861
8.08090701988901,6.79554338179295,6,20,400,0,1,0,0,1,1,8.33772564806759,8.34054577762365
8.96721676453495,8.78295160629922,9,6,36,0,1,0,0,1,1,8.38285742148037,8.44111631302302
9.00326716351623,10.507887025851,16,23,529,0,1,0,0,1,1,9.70871556070752,9.66959850115933
9.35872000789096,10.9461501923563,13,9,81,0,0,1,0,1,1,9.26409740840674,9.32578246530276
9.65873814828248,9.95906053161499,16,28,784,0,0,0,0,0,1,9.73039944478959,9.64085235947855
9.79130304694641,10.0116739733215,9,29,841,0,0,0,0,1,1,9.07369507156015,8.99157972145278
9.00804621444897,9.50392147267653,9,26,676,0,0,0,0,1,1,9.02665836048299,8.97101341656639
7.98007865930875,9.42256265789404,8,26,676,0,1,0,0,0,0,8.22111468821718,8.21999714694256
9.36683653009548,9.62761064726621,15,26,676,1,0,0,0,1,0,9.53011758541716,9.38504843898347
8.09242282833205,8.48247894949777,5,15,225,0,0,1,0,0,1,8.12031237955407,8.17223250658828
8.53384761433197,7.96741008419743,11,0,0,0,1,0,0,1,0,8.21443562677506,8.32355888375228
8.52952518388809,7.94017394864138,9,8,64,0,1,0,0,1,1,8.4402926326553,8.49338750602669
9.57069157380363,9.98742239850985,17,26,676,0,0,0,0,1,1,10.0766620286947,10.0042594136238
8.20971100747063,8.10613855135093,7,7,49,0,0,0,1,1,0,8.22376467917476,8.23403913473656
8.36202072157443,8.70116969514042,4,8,64,0,0,0,0,1,1,7.96797533025748,8.02408315464794
8.82149545459093,8.9240483404892,10,31,961,0,1,0,0,1,0,8.80583591954033,8.75678601271543
7.92067839243213,8.58682006574676,9,8,64,0,1,0,0,0,0,7.94993440915046,8.04800138281716
8.80184031596931,10.1128773723577,7,22,484,0,0,0,0,1,1,8.69253734931753,8.67211323786543
8.30740841261403,8.8631612996102,10,32,1024,0,0,0,0,0,0,8.75589970950987,8.68745119159804
8.58684644303332,8.95715141946897,9,19,361,0,1,0,0,1,1,8.71070984604433,8.71363362607913
8.46218101323483,8.09270146497795,7,25,625,0,1,0,0,0,0,8.07291325752076,8.08210497097853
9.51766034327821,8.34887582030393,11,16,256,0,0,0,0,1,1,9.09102801509107,9.0996383466933
7.87846293106667,8.66609416542608,8,17,289,0,0,0,0,0,0,8.22959369632585,8.28398586208287
8.21908134087722,6.76162581495745,4,41,1681,0,1,0,0,0,0,7.87405332800655,7.72156106120808
7.31675792098523,7.45462152126649,4,1,1,0,0,0,0,1,0,7.51246923546387,7.62819185156263
8.55357197757212,7.94088088477053,7,18,324,0,0,0,1,0,0,8.25417230218822,8.21572803720032
8.15438071347172,9.53371676218683,15,1,1,0,0,0,1,1,1,9.33336635406622,9.29002608354274
8.45294578850973,9.7864326551001,12,30,900,0,0,0,1,0,0,9.12528487715812,8.98327282367102
9.65371975385555,10.3895399569364,14,15,225,0,0,1,0,1,1,9.54857247329446,9.58353692340004
9.27887711134294,10.3481376891319,13,11,121,0,0,0,0,1,1,9.23061201696716,9.25783797320654
8.79287774686537,9.03048433892861,11,22,484,1,0,0,0,0,1,8.9298419466992,8.77541754398332
8.1540753341447,7.84099718325082,4,36,1296,0,0,0,0,0,0,8.01457568291224,7.91548554584705
8.28054552519711,7.53786470448337,10,0,0,0,1,0,0,1,0,8.08318516824859,8.19440313412011
8.32908838892693,7.76862771196537,15,0,0,0,0,0,0,0,0,8.67636648411321,8.76775360894091
8.29503051660193,7.85174451601809,4,14,196,0,1,0,0,1,1,7.94108115181694,7.98185044044011
7.67354911454742,7.11850303902138,7,0,0,0,1,0,0,0,1,7.68578008216963,7.75451666818874
8.67044502314211,8.87969365723179,13,23,529,0,1,0,0,0,0,8.82460596162328,8.83674512905328
8.66642854387129,8.46988819904744,11,13,169,0,1,0,0,0,0,8.34489275496198,8.42053219010558
8.76245721820624,7.56872852579299,12,2,4,0,0,0,0,1,1,8.838040954079,8.88922962447595
9.22181087312532,8.66317179414608,11,11,121,0,0,0,0,0,0,8.47775287640939,8.55414035073266
9.07555189453229,10.0288557807422,11,25,625,1,0,0,0,0,0,8.74115881213914,8.61078634400073
8.97738672840109,8.26047737015591,10,10,100,0,0,0,0,1,1,8.81036915563605,8.8475268627052
7.86211162996406,8.48124324798558,6,19,361,0,0,0,1,0,0,8.1443250555032,8.10189218369405
8.20136137176963,8.42244585804476,5,27,729,0,0,1,0,0,0,8.11471763798525,8.13137293646586
8.49845471470558,9.16055975976369,10,16,256,0,1,0,0,1,0,8.53249030982747,8.59752474719166
8.69909913573948,8.31276126552174,8,37,1369,1,0,0,0,0,1,8.75219309934209,8.46256694897283
8.12758850521251,8.01534159095842,6,19,361,0,1,0,0,0,1,8.06995250346273,8.07726370706042
9.35325201765335,9.39483474343462,11,9,81,0,0,0,1,1,0,8.80492965597798,8.8010523348992
8.73856223882554,9.47485647979935,10,31,961,0,0,0,0,1,1,9.23312316627746,9.12974386258489
8.79184736673462,8.63933105396642,15,19,361,0,1,0,0,0,0,9.00785437369828,9.04318200066265
7.95827611344039,7.18121983737656,6,0,0,0,1,0,0,0,1,7.55452962364317,7.62536091855657
9.04439084978665,8.08114904881648,8,10,100,0,0,0,0,1,0,8.30451598208048,8.39273191035351
9.65123067143628,9.08932282400056,9,26,676,1,0,0,0,1,1,8.98596709076101,8.80659739427777
7.74834085527673,8.08142006167334,5,8,64,0,1,0,0,1,0,7.6719385420468,7.78028105441065
8.83158017297328,7.19947839116814,9,32,1024,0,0,1,0,0,0,8.7117536481652,8.67286815295657
8.31353595794682,7.25279600828214,7,18,324,0,1,0,0,1,0,8.18345346064732,8.24351877760154
7.60784041208609,7.92147403783721,4,9,81,0,0,0,0,0,1,7.74873291748456,7.79990533750029
8.98746947991324,9.16413389175631,9,19,361,0,0,1,0,0,0,8.49139100995578,8.55929461064243
8.65034482619727,8.52803368427126,8,28,784,0,0,0,0,1,0,8.68404948707744,8.66002557945599
9.40397984065892,9.35418091562992,13,7,49,0,0,1,0,1,1,9.20793426570938,9.27539226366881
8.57136525358616,8.90267717681667,7,22,484,1,0,0,0,1,1,8.65184607959555,8.50769721557681
8.99845133440463,8.72838394742596,11,21,441,0,0,1,0,0,0,8.79479024797525,8.845424415104
8.11728440281213,7.8226513031472,10,16,256,0,1,0,0,0,0,8.28548434282526,8.34862207706948
8.19595416106024,7.85730415176025,5,10,100,0,0,0,0,1,0,7.91076460650109,8.00526466145698
8.48901482369895,9.37822475580955,11,8,64,0,1,0,0,1,0,8.45944129320559,8.5552155522037
8.5858291461322,9.01958356391575,9,14,196,1,0,0,0,0,1,8.49357119795958,8.39078489297229
8.6215193333149,8.75190064224899,10,9,81,0,0,0,1,1,0,8.67367919745151,8.67189658526703
8.28721295415041,8.50355784406695,12,17,289,1,0,0,0,0,1,8.95725651721237,8.8326762914103
8.4598995700952,8.26115470214273,10,19,361,0,1,0,0,0,1,8.59495433756859,8.59388670558912
9.45919260586795,9.44450220211169,15,38,1444,1,0,0,0,0,1,9.68026487033189,9.36410767451155
8.2287551248123,7.52137533539086,10,11,121,0,0,0,0,0,0,8.34650241788293,8.42498460110049
7.81494721009423,8.54051172771177,5,12,144,0,0,0,0,0,0,7.71610557676354,7.80110921885956
8.57701525559556,8.93525036401483,12,13,169,0,0,0,0,1,0,8.90708417072515,8.97506500664205
7.85609351008095,8.52712829250006,5,14,196,0,0,0,0,0,1,8.0092606335757,8.03857791673221
7.06592447619549,7.72464221973443,4,19,361,0,1,0,0,0,0,7.56409932990716,7.62246875470873
7.97590428879355,8.27718714807997,7,37,1369,0,1,0,0,0,1,8.47769892030311,8.32135282484716
8.44389548424642,8.35868192216926,7,17,289,0,0,0,0,0,1,8.34169549430202,8.35131356553804
8.361489683934,8.31392240746076,7,12,144,0,0,0,0,0,1,8.22195875031911,8.25590417121125
9.37560379303412,8.92992030227921,15,15,225,1,0,0,0,0,0,9.06166904141231,8.98831781654335
9.92958042860862,9.5656097751467,15,29,841,0,0,0,0,1,1,9.86119782271894,9.76651421924582
8.6271214040097,8.4699602862047,12,12,144,0,0,1,0,1,0,8.96896915063279,9.06867484739768
7.43428299871827,8.06966400162368,5,2,4,0,0,0,1,0,0,7.56271933919751,7.58439078678005
7.83088010037697,7.45915530495755,10,13,169,0,1,0,0,0,0,8.21364229643552,8.2913764404734
8.95443297238357,8.18411437412662,11,3,9,0,0,0,0,0,0,8.24801203170968,8.34505557871797
8.65675337447811,7.69792347346766,9,12,144,1,0,0,0,0,1,8.44376839765006,8.34979964818699
8.5871974896199,9.65844885566606,10,21,441,0,0,1,0,0,0,8.66353978944878,8.71626866547182
8.43019149047774,7.85457654581321,6,0,0,0,0,1,0,1,1,8.07257497806167,8.16531069645158
8.44398475040003,6.58603929207435,5,10,100,0,0,1,0,1,1,8.24122126018552,8.31632082553504
8.95883557040407,9.81983057623047,14,15,225,0,0,0,0,1,1,9.46146807611266,9.46896421240933
8.61129164787621,7.25971207974496,10,17,289,0,1,0,0,0,0,8.30815962314428,8.36582296456511
8.81710161327208,8.41087760762836,8,28,784,0,0,0,0,0,1,8.68039577657787,8.60760636242115
8.59991888225095,9.39654516345354,11,27,729,0,1,0,0,1,1,9.12153922523259,9.06064644969561
9.47782762377141,8.67447146747986,17,9,81,0,1,0,0,0,1,9.2710538880941,9.30245568593644
8.85708017427892,7.99538225144547,11,13,169,0,0,0,0,0,1,8.77218000169912,8.79349003997504
8.22969191151135,9.36515938802023,14,0,0,0,0,1,0,1,0,8.87922638977075,9.00207324042163
8.53106480009928,8.18885953113577,14,2,4,0,1,0,0,1,1,8.91660688089743,8.97106672695818
8.55842157750077,8.22192768945564,8,5,25,0,1,0,0,1,1,8.22193530600827,8.28441422336171
9.01677399374608,9.42252401958934,12,17,289,1,0,0,0,0,0,8.71390426070973,8.63619283832296
8.52515345731892,8.00649201008376,7,7,49,0,0,0,0,1,1,8.3333271173688,8.38588505488506
7.96698360524497,7.78873323452285,4,24,576,0,1,0,0,0,1,7.90492713203526,7.88144425315263
7.28155020397247,8.03733505517089,5,18,324,0,0,0,0,0,0,7.85788156682668,7.91277900499712
8.13574762446012,9.77055673568975,9,29,841,0,1,0,0,1,0,8.64640782482301,8.61862187158331
9.30698927211142,9.70618898514252,16,26,676,0,0,0,0,0,0,9.4550533466634,9.42971754078208
9.01596626598453,8.60169328330898,10,16,256,0,0,0,0,1,0,8.71642530006197,8.77399914397378
8.52542746257858,8.94090646179915,7,12,144,0,0,0,0,1,0,8.22561246081868,8.3083233882461
8.06292134586582,7.3480107398485,10,0,0,1,0,0,0,1,0,8.22642888876111,8.20646150861361
8.89728011529364,9.16204052587165,12,20,400,0,0,0,0,0,1,9.06215742245868,9.04305200207663
8.02130779786928,7.49206661056215,5,14,196,0,0,1,0,0,0,7.85301277425485,7.95666717463558
8.14984793924387,8.86394327387622,6,18,324,0,1,0,0,1,0,8.05220300212085,8.11436302796936
7.32112507039781,7.54553585093741,4,13,169,0,0,0,0,0,1,7.85342679201386,7.88939979254982
8.6140470925295,7.71656211415503,5,30,900,0,0,1,0,0,0,8.15984624634606,8.14911775429766
8.03526620372014,8.56700185707313,6,22,484,0,1,0,0,1,1,8.37735190055657,8.36648309145114
9.003483435794,8.82483628954453,8,22,484,0,0,0,1,1,1,8.9575776261526,8.84590652043645
9.91093945818801,10.3332312279848,14,6,36,0,0,0,0,1,0,8.97969244784456,9.06688600487867
9.58348459019258,10.4817997450975,13,12,144,0,0,0,1,1,1,9.3902572867887,9.32437887206534
8.42536632742113,9.10223242512455,10,8,64,1,0,0,0,1,1,8.71478681169428,8.63460163015237
8.73663219716832,8.42370564233486,8,23,529,0,0,0,0,0,1,8.5956409157281,8.56392423076186
8.00048071272223,8.83982299652382,9,12,144,0,0,0,0,1,0,8.4881133778716,8.56663488751045
8.43648480561313,8.69447304137165,11,22,484,0,1,0,0,1,0,8.79025193668625,8.81577838652466
8.00839178990209,7.80181793118435,8,0,0,0,1,0,0,1,1,8.0640365076983,8.1325750879431
8.44857884913639,7.62148438822439,13,17,289,0,1,0,0,1,1,9.19226922222851,9.19867633667116
8.35683225883942,9.68039530685054,13,4,16,0,0,1,0,1,0,8.87556703836982,8.99626979049407
8.45071038643836,9.02051427934977,5,16,256,0,0,0,0,1,0,8.06017300742964,8.12822039581291
8.50265274855455,9.64423518133754,7,22,484,0,0,1,0,0,0,8.28928352299448,8.34129982564661
9.1163185033807,8.60985911925055,14,9,81,0,1,0,0,1,0,8.88095622301427,8.96740765407476
7.80967696003268,7.43342695502595,4,15,225,0,0,0,0,0,1,7.90195752384581,7.9285040459654
8.91968200602086,8.2444445496286,11,2,4,0,1,0,0,0,0,8.03249728181319,8.13821335485213
8.64423429702906,8.46462559964639,10,8,64,0,0,0,1,1,1,8.88926789972487,8.84365518537984
9.74642051740372,9.50552192797804,18,0,0,0,0,1,0,1,1,9.64758048037924,9.71517969203767
7.86164922030837,7.80554079903194,4,13,169,1,0,0,0,1,1,8.05974148929409,7.97388644038339
8.31224405823511,8.79591312917294,7,12,144,1,0,0,0,1,0,8.1849211910967,8.14390736595748
8.53649439330844,9.39130728848227,12,25,625,0,0,0,1,0,0,9.04689035869619,8.94899564886037
9.56949415611645,9.42973105968257,15,20,400,0,0,0,0,1,0,9.45956250853764,9.48293846800799
9.63266859363328,9.79849374787818,12,15,225,0,0,0,0,1,1,9.19896715905974,9.21065271314498
8.27993484103081,8.45445380341873,5,20,400,0,1,0,0,0,0,7.71611696603629,7.76600390478194
8.88571147915827,8.33648295143126,17,7,49,0,0,0,0,1,0,9.4024794461308,9.48095909811946
8.20097173329424,8.10770679153237,4,17,289,0,0,0,0,0,1,7.94794411872263,7.96384631664152
7.94906102381873,7.32875923750768,6,0,0,0,0,0,0,1,1,7.98547058087987,8.05073798546087
8.33148179085673,9.3860915755841,9,0,0,0,0,0,0,0,0,7.88886373295442,7.99281911114786
9.11923924115088,9.00233995193503,17,24,576,0,0,0,0,0,0,9.55176582661116,9.54045994206568
8.03898411837989,7.98936134231037,11,16,256,0,0,0,0,1,0,8.84767575858843,8.90315489360595
9.11158013413288,9.04186575476136,12,29,841,0,0,0,0,0,1,9.22044048013734,9.13014430022711
9.2557122490374,9.20753156880389,16,13,169,0,1,0,0,0,0,9.0011450475943,9.06631093826645
8.38415343421541,9.08506189073812,13,1,1,0,0,0,0,0,1,8.69006965170248,8.73817438121736
7.3247377408248,6.98932938769788,5,6,36,0,1,0,0,1,0,7.61450333087188,7.72800986140698
9.08044548399689,9.27504022522401,12,30,900,0,0,0,0,0,1,9.23484731535216,9.13511874381951
7.66494778863961,8.05824245105206,9,0,0,1,0,0,0,0,1,8.09152471973508,8.02488654194659
9.20234015185933,9.62424150566951,16,7,49,0,0,0,0,1,0,9.27122898760434,9.35180334848728
8.76015547800565,9.32647990035076,9,28,784,1,0,0,0,1,1,9.01796093238457,8.82124875988689
7.72762101893231,8.3605132266601,4,13,169,0,1,0,0,0,1,7.66949180177937,7.7129253957677
8.08051169611799,7.81873293557092,11,0,0,0,1,0,0,1,1,8.4577878832777,8.52004233683962
9.39821314383395,9.05501670008425,11,12,144,0,0,0,0,1,1,8.99396655142717,9.02142983986214
8.35552918622244,7.53306204238952,9,19,361,0,1,0,0,1,0,8.46735758954169,8.51715017299179
7.88822976548526,8.30138745142956,6,26,676,0,0,0,0,0,0,8.14254876139875,8.13816004446033
7.73367882821723,8.46990375995402,7,5,25,0,0,1,0,0,1,8.11471826789589,8.19740291138018
8.19200218905049,8.2438938033498,9,34,1156,0,1,0,0,0,0,8.46507569150706,8.3851864625745
8.91583700174372,8.26016368017364,13,15,225,0,0,0,0,0,0,8.83985939408136,8.89442233956762
8.74159397849912,8.10969366470829,8,21,441,0,0,0,0,0,1,8.5572867317167,8.5398679083041
8.39792874048146,9.71722919813498,6,9,81,0,0,0,1,1,0,8.14867736334566,8.15527358673833
8.08787755832634,7.42713374086424,4,28,784,1,0,0,0,0,0,7.8713504162474,7.73008388851649
9.14588809540862,9.96672302804509,11,28,784,0,0,0,1,0,0,8.96458471396324,8.84322769116918
8.88875378306293,8.41433876272436,11,9,81,0,0,0,0,0,0,8.42413387066717,8.50751213183817
8.73807449358545,9.97017240816763,14,8,64,0,0,0,0,0,0,8.79012169201728,8.87025452776015
9.02213019058153,8.00607805397596,15,7,49,0,0,0,0,0,1,9.13632481857831,9.17022838182027
8.97252633444999,8.8917508030043,9,31,961,0,0,0,1,1,1,9.2356625260596,9.04522564589157
9.98914811978236,9.58808477626505,14,20,400,0,0,1,0,1,1,9.65876870369561,9.66483888245387
8.38527554574256,8.84152125934716,10,17,289,0,0,0,0,0,0,8.49209461337878,8.54229736134722
8.38004378624276,8.72137792129508,7,25,625,0,0,0,0,0,0,8.25684824775526,8.25857936776065
7.66834249343508,7.79947882432507,7,10,100,0,1,0,0,0,0,7.74232456631732,7.83819909381703
8.33356824269567,7.55535768870345,8,12,144,1,0,0,0,0,1,8.31251793912359,8.22064389855481
9.13713386691427,8.1362562836637,10,24,576,0,0,0,1,1,0,9.01380840223672,8.92990989770149
8.19904585522641,8.06908795494244,9,0,0,0,0,1,0,1,0,8.22297409713842,8.35629449226076
8.55088929271434,8.90498056965758,10,21,441,0,0,0,0,1,1,9.06679361577183,9.04708207769064
7.7465223342057,8.10959707116996,10,0,0,0,1,0,0,0,0,7.83617920124639,7.94550046399792
9.35970078533763,7.57184366203045,12,6,36,1,0,0,0,1,1,8.91985251757229,8.84064193641304
8.72881989191322,8.09285835349056,9,18,324,1,0,0,0,0,1,8.5855443877132,8.46146943432454
9.51085769147682,9.54557380059408,15,13,169,0,0,0,0,1,1,9.54418780280718,9.55901570862592
8.72364958078474,8.76459753064384,11,21,441,1,0,0,0,0,0,8.66699458107147,8.56643568182467
7.60503443325324,6.98536286240869,5,4,16,0,0,0,0,0,1,7.73480526247674,7.79603186541113
8.33031610063667,8.46068211211089,9,11,121,0,1,0,0,1,1,8.52167519262681,8.56474057789572
7.99786798503592,7.93652236187973,11,14,196,1,0,0,0,0,0,8.51271985850987,8.4526129391493
8.54746166591116,8.1837970961317,8,18,324,0,1,0,0,1,0,8.31470391917378,8.37267452723371
8.17182903882916,8.51222904801635,11,7,49,0,0,0,0,1,1,8.85832895147465,8.90250805341375
8.44391398374242,10.1335376760952,11,38,1444,0,1,0,0,0,1,9.01201931571351,8.83542630148935
8.74087434538236,8.35440386799103,14,5,25,0,1,0,0,1,1,9.00943805716706,9.05934872115476
9.13139877038934,8.21817661340476,7,6,36,0,0,0,0,1,1,8.30429149466194,8.35927921054079
9.27909858136018,8.23863991794814,9,14,196,0,0,0,0,1,1,8.78126843468376,8.8041035853831
8.205545667858,8.45644263638095,8,4,16,0,0,0,0,1,1,8.37556260505834,8.43240178442984
7.92383097159396,7.95084233142095,6,10,100,0,0,0,0,1,1,8.28536732153019,8.3309038641765
8.50626798636304,8.58790434744989,4,18,324,0,0,1,0,0,1,8.05708776198465,8.094679419443
8.73399822940022,8.78198804953496,10,21,441,0,1,0,0,1,0,8.63950636903469,8.67412422782118
9.04690724193887,10.0427356742538,12,21,441,1,0,0,0,1,1,9.28860326310278,9.14097755466637
8.38253120583045,8.38990198004599,12,7,49,0,1,0,0,0,0,8.31528619626178,8.40980328305428
8.93013074128044,8.64638524049973,5,19,361,0,0,1,0,1,1,8.45674739935476,8.48805773532326
8.61681155734791,8.78613067873155,6,13,169,0,0,0,0,1,1,8.362933676069,8.39661396193635
7.90853951555431,6.66976525308824,6,6,36,0,0,0,0,1,0,7.92968877963284,8.03364000782127
8.0139388975523,6.51966947609623,7,1,1,0,0,0,0,0,1,7.90256690054369,7.96323988342431
8.79876751954672,8.66082770708854,10,19,361,0,1,0,0,0,1,8.59495433756859,8.59388670558912
