"education","male","white","experience","region","north","northeast","south","centerwest","log_wage_homo","wage_homo","log_wage_hetero","wage_hetero"
7,1,0,12,"North",1,0,0,0,8.31224405823511,4073.44377991421,8.79591312917294,6607.18603686327
12,0,0,25,"CenterWest",0,0,0,1,8.53649439330844,5097.44337147255,9.39130728848227,11983.7553218774
15,1,0,20,"Southeast",0,0,0,0,9.56949415611645,14321.1702152298,9.42973105968257,12453.1771197982
12,1,1,15,"Southeast",0,0,0,0,9.63266859363328,15255.0914766149,9.79849374787818,18006.6020084385
5,0,0,20,"Northeast",0,1,0,0,8.27993484103081,3943.93739071283,8.45445380341873,4695.94102758341
17,1,0,7,"Southeast",0,0,0,0,8.88571147915827,7227.95538491848,8.33648295143126,4173.38589865601
4,0,1,17,"Southeast",0,0,0,0,8.20097173329424,3644.49005953765,8.10770679153237,3319.95594263683
6,1,1,0,"Southeast",0,0,0,0,7.94906102381873,2832.91366277423,7.32875923750768,1523.49030917212
9,0,0,0,"Southeast",0,0,0,0,8.33148179085673,4152.56623028412,9.3860915755841,11921.4142126658
17,0,0,24,"Southeast",0,0,0,0,9.11923924115088,9129.25381333412,9.00233995193503,8122.06695551633
11,1,0,16,"Southeast",0,0,0,0,8.03898411837989,3099.46290304392,7.98936134231037,2949.41269275111
12,0,1,29,"Southeast",0,0,0,0,9.11158013413288,9059.59896884431,9.04186575476136,8449.5271039988
16,0,0,13,"Northeast",0,1,0,0,9.2557122490374,10464.1692601311,9.20753156880389,9971.95137824645
13,0,1,1,"Southeast",0,0,0,0,8.38415343421541,4377.15143379588,9.08506189073812,8822.51177971009
5,1,0,6,"Northeast",0,1,0,0,7.3247377408248,1517.37590072444,6.98932938769788,1084.99362208855
12,0,1,30,"Southeast",0,0,0,0,9.08044548399689,8781.87734156687,9.27504022522401,10668.3876813331
9,0,1,0,"North",1,0,0,0,7.66494778863961,2132.28144972621,8.05824245105206,3159.7318679051
16,1,0,7,"Southeast",0,0,0,0,9.20234015185933,9920.31696474142,9.62424150566951,15127.0756368123
9,1,1,28,"North",1,0,0,0,8.76015547800565,6375.10268919335,9.32647990035076,11231.525728538
4,0,1,13,"Northeast",0,1,0,0,7.72762101893231,2270.19502057392,8.3605132266601,4274.8881900737
11,1,1,0,"Northeast",0,1,0,0,8.08051169611799,3230.88604558786,7.81873293557092,2486.75253533839
11,1,1,12,"Southeast",0,0,0,0,9.39821314383395,12066.7998193055,9.05501670008425,8561.38024818518
9,1,0,19,"Northeast",0,1,0,0,8.35552918622244,4253.63498188769,7.53306204238952,1868.81915484146
6,0,0,26,"Southeast",0,0,0,0,7.88822976548526,2665.72079043625,8.30138745142956,4029.45919613968
7,0,1,5,"South",0,0,1,0,7.73367882821723,2283.98916802168,8.46990375995402,4769.05647319087
9,0,0,34,"Northeast",0,1,0,0,8.19200218905049,3611.94681193478,8.2438938033498,3804.32479818531
13,0,0,15,"Southeast",0,0,0,0,8.91583700174372,7449.01435846375,8.26016368017364,3866.72695522621
8,0,1,21,"Southeast",0,0,0,0,8.74159397849912,6257.86266513047,8.10969366470829,3326.55883142363
6,1,0,9,"CenterWest",0,0,0,1,8.39792874048146,4437.86525100252,9.71722919813498,16601.1823570252
4,0,0,28,"North",1,0,0,0,8.08787755832634,3254.77216996408,7.42713374086424,1680.98253022369
11,0,0,28,"CenterWest",0,0,0,1,9.14588809540862,9375.80857771102,9.96672302804509,21305.5531299566
11,0,0,9,"Southeast",0,0,0,0,8.88875378306293,7249.97850533492,8.41433876272436,4511.29153422044
14,0,0,8,"Southeast",0,0,0,0,8.73807449358545,6235.8769238255,9.97017240816763,21379.1709763974
15,0,1,7,"Southeast",0,0,0,0,9.02213019058153,8284.40566139135,8.00607805397596,2999.13158469227
9,1,1,31,"CenterWest",0,0,0,1,8.97252633444999,7883.49280845739,8.8917508030043,7271.73942816144
14,1,1,20,"South",0,0,1,0,9.98914811978236,21788.7295023146,9.58808477626505,14589.8998363204
10,0,0,17,"Southeast",0,0,0,0,8.38527554574256,4382.06584261755,8.84152125934716,6915.50491887519
7,0,0,25,"Southeast",0,0,0,0,8.38004378624276,4359.19979500368,8.72137792129508,6132.62354145302
7,0,0,10,"Northeast",0,1,0,0,7.66834249343508,2139.53221593111,7.79947882432507,2439.33032664714
8,0,1,12,"North",1,0,0,0,8.33356824269567,4161.23940466554,7.55535768870345,1910.95364823128
10,1,0,24,"CenterWest",0,0,0,1,9.13713386691427,9294.08882568577,8.1362562836637,3416.10497104069
9,1,0,0,"South",0,0,1,0,8.19904585522641,3637.47797044518,8.06908795494244,3194.18725746798
10,1,1,21,"Southeast",0,0,0,0,8.55088929271434,5171.35122789264,8.90498056965758,7368.58203399856
10,0,0,0,"Northeast",0,1,0,0,7.7465223342057,2313.51278410929,8.10959707116996,3326.23752285406
12,1,1,6,"North",1,0,0,0,9.35970078533763,11610.9138665615,7.57184366203045,1942.71869854973
9,0,1,18,"North",1,0,0,0,8.72881989191322,6178.43258903398,8.09285835349056,3271.02396327734
15,1,1,13,"Southeast",0,0,0,0,9.51085769147682,13505.5729651567,9.54557380059408,13982.6674260358
11,0,0,21,"North",1,0,0,0,8.72364958078474,6146.57060941434,8.76459753064384,6403.48422037205
5,0,1,4,"Southeast",0,0,0,0,7.60503443325324,2008.28104416872,6.98536286240869,1080.69849145146
9,1,1,11,"Northeast",0,1,0,0,8.33031610063667,4147.72844466882,8.46068211211089,4725.28006936499
11,0,0,14,"North",1,0,0,0,7.99786798503592,2974.60931014795,7.93652236187973,2797.61448078035
8,1,0,18,"Northeast",0,1,0,0,8.54746166591116,5153.65610927109,8.1837970961317,3582.43170540919
11,1,1,7,"Southeast",0,0,0,0,8.17182903882916,3539.81250072847,8.51222904801635,4975.24078798451
11,0,1,38,"Northeast",0,1,0,0,8.44391398374242,4646.70657285749,10.1335376760952,25173.2619404493
14,1,1,5,"Northeast",0,1,0,0,8.74087434538236,6253.36091991323,8.35440386799103,4248.85098115926
7,1,1,6,"Southeast",0,0,0,0,9.13139877038934,9240.93888486064,8.21817661340476,3707.73557978256
9,1,1,14,"Southeast",0,0,0,0,9.27909858136018,10711.7717724433,8.23863991794814,3784.38972581395
8,1,1,4,"Southeast",0,0,0,0,8.205545667858,3661.19789974362,8.45644263638095,4705.28976334305
6,1,1,10,"Southeast",0,0,0,0,7.92383097159396,2762.3332212186,7.95084233142095,2837.96445058598
4,0,1,18,"South",0,0,1,0,8.50626798636304,4945.67129126455,8.58790434744989,5366.3558659473
10,1,0,21,"Northeast",0,1,0,0,8.73399822940022,6210.50957918176,8.78198804953496,6515.8180746014
12,1,1,21,"North",1,0,0,0,9.04690724193887,8492.23284632291,10.0427356742538,22988.1851604928
12,0,0,7,"Northeast",0,1,0,0,8.38253120583045,4370.05645089197,8.38990198004599,4402.38615139404
5,1,1,19,"South",0,0,1,0,8.93013074128044,7556.25322589479,8.64638524049973,5689.54318746671
6,1,1,13,"Southeast",0,0,0,0,8.61681155734791,5523.74613836409,8.78613067873155,6542.86668028609
6,1,0,6,"Southeast",0,0,0,0,7.90853951555431,2720.41444060933,6.66976525308824,788.210552750246
7,0,1,1,"Southeast",0,0,0,0,8.0139388975523,3022.80019468566,6.51966947609623,678.354136024426
10,0,1,19,"Northeast",0,1,0,0,8.79876751954672,6626.07246688351,8.66082770708854,5772.31046803778
12,0,0,1,"Southeast",0,0,0,0,8.69540702822824,5975.40423095869,7.26350524067262,1427.25063630852
7,0,0,40,"Southeast",0,0,0,0,7.86252260297319,2598.06600495785,8.69865379946853,5994.83653061021
4,1,1,7,"Southeast",0,0,0,0,7.39868968787055,1633.84218356595,8.21593179412617,3699.42171852244
13,1,0,25,"Northeast",0,1,0,0,9.42905309213832,12444.7371312305,10.3203255705221,30343.1348185153
12,0,0,28,"Southeast",0,0,0,0,8.67238475349195,5839.40830756726,8.2508624174335,3830.92825651135
7,0,0,26,"Southeast",0,0,0,0,8.35181917266482,4237.88317620961,8.66131719381232,5775.13662900517
6,1,1,27,"South",0,0,1,0,8.70429661286705,6028.759896104,8.60626703992816,5465.80690843452
8,0,0,28,"North",1,0,0,0,7.79454809021855,2427.33224140079,8.81185865491731,6713.3855452301
10,1,1,24,"Southeast",0,0,0,0,9.30161612099877,10955.7106626074,9.55503936079536,14115.6495887681
12,0,0,16,"North",1,0,0,0,9.33961343250632,11380.0082485229,9.6133677680811,14963.4788520571
14,0,0,21,"South",0,0,1,0,8.9470930525312,7685.51796000625,8.8121627997598,6715.42769735856
7,1,1,20,"Northeast",0,1,0,0,8.25302436797171,3839.21949330981,8.9416559691478,7643.84455157328
11,1,0,8,"North",1,0,0,0,9.08620923148002,8832.64001607894,8.20998196359115,3677.4761372049
14,1,0,19,"Southeast",0,0,0,0,9.18861186453748,9785.05856053621,10.8094120402174,49484.3650069412
6,0,0,2,"Northeast",0,1,0,0,7.04588879709015,1148.12883603068,8.07660222896866,3218.27966090905
9,0,1,11,"South",0,0,1,0,9.06792686949689,8672.62567109853,9.08155605074165,8791.63562010578
4,1,1,3,"Northeast",0,1,0,0,7.27836471009513,1448.61717808435,8.2325956693194,3761.584921783
11,1,0,7,"Southeast",0,0,0,0,9.03012930208708,8350.93929624918,7.85415509854554,2576.41737497247
7,0,0,8,"Southeast",0,0,0,0,7.05078190685138,1153.76052344133,8.84822813207886,6962.04221565945
6,1,0,37,"North",1,0,0,0,7.98029873860268,2922.80408808119,8.63514766523827,5625.96442234883
7,0,1,3,"CenterWest",0,0,0,1,7.94583018395823,2823.77574191937,7.15866657279152,1285.19607442662
11,0,1,13,"Northeast",0,1,0,0,9.23130131826472,10211.8216990496,8.86132226496668,7053.80357825475
4,1,0,11,"Southeast",0,0,0,0,7.72987827058265,2275.32520991661,8.34276439161015,4199.68327876504
8,1,1,15,"Southeast",0,0,0,0,8.66189368786091,5778.46692075602,8.36246606045665,4283.24449278728
6,0,1,0,"Northeast",0,1,0,0,7.44453289730047,1710.48613283226,7.39041899245429,1620.38489976653
6,0,1,9,"Northeast",0,1,0,0,7.63970816187784,2079.13695659811,8.26630212710171,3890.53565287935
11,0,1,4,"Northeast",0,1,0,0,7.81901726062022,2487.45968190058,8.2802106770995,3945.02542094994
11,0,0,26,"South",0,0,1,0,8.8580333130521,7030.64206689811,7.72333363917643,2260.48266755107
9,1,0,17,"South",0,0,1,0,8.26594233049296,3889.13610313696,8.39870774594938,4441.32371920687
11,1,1,27,"Northeast",0,1,0,0,8.47092630772439,4773.93555537647,8.67845599762781,5874.96861944961
7,1,1,22,"CenterWest",0,0,0,1,8.4176921817376,4526.44517908523,9.81184362080635,18248.5995815052
4,1,0,30,"Southeast",0,0,0,0,8.22072339183906,3717.19039534704,8.0144997761079,3024.49609404505
14,1,0,9,"Northeast",0,1,0,0,8.93870079965512,7621.28903944318,7.83407722923967,2525.20424927427
9,1,0,3,"Southeast",0,0,0,0,8.12258116363709,3369.70729549189,8.72321405903605,6143.89422708775
8,1,1,11,"Northeast",0,1,0,0,8.85405902050041,7002.75568951443,8.13591676352649,3414.94533148385
10,1,0,17,"Southeast",0,0,0,0,9.27438625752199,10661.4131811544,9.44638552223464,12662.3147955484
12,1,1,5,"Southeast",0,0,0,0,9.27161666369046,10631.9262492335,9.58947431941645,14610.1872235532
11,0,1,20,"Southeast",0,0,0,0,8.91915286555037,7473.75527165067,8.67461928867991,5852.47126028571
13,1,0,8,"CenterWest",0,0,0,1,9.32573148093918,11223.1229814427,8.29802075688762,4015.91604846996
10,0,1,19,"South",0,0,1,0,9.15558057052592,9467.12519619453,8.5032564752714,4930.79975145827
8,1,0,11,"Northeast",0,1,0,0,8.95656336820731,7758.64797682817,9.07817454408048,8761.95685344774
8,0,1,27,"Southeast",0,0,0,0,8.68966945768451,5941.21809412522,9.21914899974515,10088.4753789491
12,1,0,6,"South",0,0,1,0,9.01747417399054,8245.92298868723,7.48315166751477,1777.83510070915
7,1,1,14,"Southeast",0,0,0,0,8.00923055259471,3008.60126159947,8.33460484881472,4165.55520740251
6,1,0,9,"CenterWest",0,0,0,1,8.08059885334898,3231.16765294111,6.96817913148719,1062.28670401901
11,1,1,18,"Southeast",0,0,0,0,9.6006507718481,14774.3931969139,9.85749339947317,19100.9509255452
12,1,0,23,"Northeast",0,1,0,0,8.97327004529034,7889.35802826229,8.58623203544642,5357.38914428562
4,0,1,21,"Northeast",0,1,0,0,7.93374868854615,2789.86556354777,7.55733264583775,1914.7314290218
12,1,1,9,"Southeast",0,0,0,0,8.55483537470847,5191.79811988198,8.95089272492741,7714.77596065712
10,0,1,24,"Northeast",0,1,0,0,8.18963686821858,3603.41349489151,8.55783007154081,5207.36928508818
9,0,0,20,"Northeast",0,1,0,0,8.27844779150446,3938.07691896983,9.03467928562329,8389.02250584641
13,0,0,16,"North",1,0,0,0,8.79079394564616,6573.44906549506,8.06548570826079,3182.70170633332
15,0,0,7,"Northeast",0,1,0,0,8.47925085083776,4813.84225981406,8.74132388261613,6256.17267042888
5,1,1,23,"South",0,0,1,0,8.43579667974871,4609.14051685493,9.25238002010353,10429.3582838358
13,1,1,0,"Southeast",0,0,0,0,9.30526738901484,10995.7860169499,8.19535382264935,3624.07304421913
7,0,1,0,"South",0,0,1,0,8.55457881299073,5190.46627409582,7.52632265553698,1856.26680468128
10,1,0,10,"Southeast",0,0,0,0,8.49934193110279,4911.53564773677,8.88582110139673,7228.74777299816
11,0,0,1,"Northeast",0,1,0,0,7.75270491627423,2327.86057425583,7.14375466432854,1266.17353190852
10,0,0,18,"Southeast",0,0,0,0,8.55205610802107,5177.38876132002,7.38083651055424,1604.93174881035
4,1,0,31,"Northeast",0,1,0,0,7.83985258089091,2539.83038669432,9.19892137780194,9886.45955086254
8,1,1,10,"Northeast",0,1,0,0,8.18353620348148,3581.49719721581,8.22954781463597,3750.13761129301
15,1,0,12,"North",1,0,0,0,9.97459566882687,21473.946075263,8.96782320638841,7846.50278479891
10,1,0,23,"Northeast",0,1,0,0,8.39738193800908,4435.4392786355,8.65186048229852,5720.78024934012
7,1,0,0,"Northeast",0,1,0,0,7.25952054911689,1421.57479849159,8.13639735230405,3416.58691031674
7,0,0,0,"CenterWest",0,0,0,1,7.38237498438386,1607.4027946365,8.84016921728876,6906.16118335486
13,1,0,33,"North",1,0,0,0,9.10001713685152,8955.44617031888,8.65609534844247,5745.05835892341
11,0,0,10,"Northeast",0,1,0,0,8.38535548556323,4382.41615817708,8.1625959554677,3507.27953772379
6,0,1,13,"South",0,0,1,0,7.94075184946558,2809.47201446639,8.01949698942547,3039.64797326024
10,0,1,28,"Southeast",0,0,0,0,8.85091696217157,6980.78715395918,8.48695840839132,4851.08858077751
12,1,1,23,"Southeast",0,0,0,0,9.73109817558319,16833.0277940684,9.67632513165401,15935.8271244946
16,0,1,0,"North",1,0,0,0,8.88432910893578,7217.97057756508,9.78600425507569,17783.107255501
6,0,1,27,"Northeast",0,1,0,0,7.93414006291865,2790.95765912725,7.81971126657766,2489.18659291268
8,1,1,10,"Southeast",0,0,0,0,8.32491902848861,4125.40315479406,8.77027524110439,6439.94475795553
13,0,1,7,"Southeast",0,0,0,0,9.23279778219235,10227.114761762,8.06618877078268,3184.94013140558
8,0,1,0,"South",0,0,1,0,8.18487192666216,3586.28428244229,8.32982134053304,4145.67682168614
15,0,0,0,"South",0,0,1,0,9.08218297849541,8797.14906856336,7.78420918465591,2402.3655690182
13,1,0,16,"Northeast",0,1,0,0,8.77812821313647,6490.71655786928,7.14946200973328,1273.42068292223
4,0,0,23,"Southeast",0,0,0,0,7.93800186430539,2801.75662158884,7.27314762612546,1441.07930059342
11,0,1,0,"North",1,0,0,0,7.44078810341412,1704.09269334741,7.41314164210589,1657.62584225294
5,0,0,0,"Southeast",0,0,0,0,7.50085062457308,1809.58103406402,7.69707671397682,2201.90178571098
4,0,0,24,"Southeast",0,0,0,0,7.83449161694594,2526.25087971142,7.695693429973,2198.85803586341
10,0,1,18,"Northeast",0,1,0,0,8.61833027908089,5532.14154520163,9.31935256205087,11151.7594433664
10,0,0,20,"Northeast",0,1,0,0,8.09481743429149,3277.43844471533,8.11676844406225,3350.17694913762
9,1,0,6,"South",0,0,1,0,8.69591732327214,5978.45422825611,8.61741484754562,5527.07956567491
14,1,0,10,"Southeast",0,0,0,0,9.10918090369118,9037.88895728314,7.60542992587879,2009.07546159449
11,1,1,1,"Southeast",0,0,0,0,8.64084516144307,5658.10982047823,8.42534293884219,4561.20872585298
7,1,0,20,"South",0,0,1,0,8.72524391835026,6156.378134011,8.56176160557083,5227.88253248176
10,0,1,11,"Southeast",0,0,0,0,9.3359431479893,11338.3169367348,8.54538342143361,5142.95667379516
8,0,0,7,"Southeast",0,0,0,0,7.92351805974091,2761.46898963279,7.19434653238201,1331.8797008999
9,0,0,22,"Southeast",0,0,0,0,8.20990336944701,3677.18712047296,7.80900132201047,2462.66979267785
5,1,1,9,"South",0,0,1,0,8.55639930765763,5199.92409661214,7.11162430950878,1226.13755634976
9,1,1,23,"Southeast",0,0,0,0,8.78182582945939,6514.76116382933,8.90727122974955,7385.48029749824
10,1,1,12,"CenterWest",0,0,0,1,9.43688447249671,12542.5792204148,10.2616823533064,28614.8860685498
7,1,0,17,"Northeast",0,1,0,0,8.55467476418525,5190.96432942903,8.83555667635706,6874.37958552367
10,1,1,18,"Southeast",0,0,0,0,9.3787205594889,11833.8643387868,8.54363470546927,5133.97096237415
7,1,0,22,"Northeast",0,1,0,0,8.31365943106648,4079.2133036208,9.41244641042062,12239.7778993118
7,0,1,11,"South",0,0,1,0,8.3069473897612,4051.92513753048,8.85569732133906,7014.23771296963
9,0,1,25,"Northeast",0,1,0,0,8.41026610916465,4492.95596924027,8.27768771807322,3935.08482858179
11,1,0,20,"North",1,0,0,0,8.87276726301872,7134.9980957243,9.20757342647986,9972.36878969193
9,1,1,35,"Southeast",0,0,0,0,9.19704530268143,9867.92919767154,6.7090976456619,819.830527946031
10,0,0,3,"North",1,0,0,0,8.19739566951168,3631.48040616917,8.39308826901756,4416.43579706582
13,0,0,11,"South",0,0,1,0,8.86288914413758,7064.8646996145,8.43975947360454,4627.44182878912
9,1,1,20,"North",1,0,0,0,8.70920044534395,6058.39653183558,7.90967603513189,2723.50800249404
9,1,0,12,"South",0,0,1,0,8.84056647288563,6908.90523954758,8.34026859356125,4189.21478648722
11,1,0,25,"South",0,0,1,0,8.7087278908522,6055.53428567856,8.72061662096155,6127.95654982207
5,0,0,11,"North",1,0,0,0,7.54262918665303,1886.78421744236,7.51439247446243,1834.25278231784
11,0,0,12,"Southeast",0,0,0,0,8.47959245731109,4815.48698039923,7.39845506012689,1633.45888382906
8,1,1,13,"Southeast",0,0,0,0,8.56084629968897,5223.09961010255,8.18012249714393,3569.29186210346
6,1,0,14,"Southeast",0,0,0,0,8.15382100084184,3476.63795478618,8.58580820549892,5355.1190034367
4,0,0,16,"Northeast",0,1,0,0,7.01577751096841,1114.07251315597,7.75272311053156,2327.90292833546
7,0,1,2,"North",1,0,0,0,8.04549765497194,3119.7172602174,7.44564151416172,1712.38345810912
5,1,0,11,"Southeast",0,0,0,0,8.33072957636604,4149.44378431392,8.25208025349407,3835.59654111328
5,1,0,26,"Northeast",0,1,0,0,8.46237542734853,4733.28823637068,8.00862407705924,3006.77717172717
15,0,0,31,"Southeast",0,0,0,0,9.15558514671027,9467.16851960374,10.333516870634,30746.0518735086
5,1,0,18,"Northeast",0,1,0,0,7.89270674917496,2677.6819338799,7.91062524153606,2726.09440105065
13,0,0,0,"Southeast",0,0,0,0,8.53798250828391,5105.03460019991,9.46721469897113,12928.8263610317
11,0,0,29,"Southeast",0,0,0,0,8.92895197706932,7547.35143261035,7.36429128226457,1578.59625081408
6,1,0,26,"Southeast",0,0,0,0,8.13102266428448,3398.27308122727,8.53386203564477,5084.04272273682
7,1,1,15,"Southeast",0,0,0,0,8.73179586086274,6196.84679904394,8.18168921641701,3574.88832335214
8,0,1,19,"North",1,0,0,0,8.29666411575917,4010.4715855164,8.15579099065785,3483.49364675557
10,1,0,26,"Southeast",0,0,0,0,9.25502701254583,10457.0012856594,9.41556902833001,12278.0577846101
8,0,1,24,"Northeast",0,1,0,0,8.29509707304315,4004.19192676232,8.63688206574463,5635.73056464458
12,1,0,26,"South",0,0,1,0,9.14876087572219,9402.78194174083,9.08554423186534,8826.76826644367
8,0,1,1,"CenterWest",0,0,0,1,7.56400494380208,1927.54980409118,7.81862900667631,2486.49410332574
4,1,1,2,"Southeast",0,0,0,0,7.85986567349206,2591.17228890943,7.81047923835117,2466.31210345854
9,1,1,12,"Southeast",0,0,0,0,8.15091309890203,3466.54291733645,8.98810795052256,8007.29236052397
4,1,0,6,"Northeast",0,1,0,0,7.94642730920192,2825.46239321831,7.66158834532712,2125.13018992122
13,1,1,24,"Southeast",0,0,0,0,10.2209531442494,27472.8395877034,9.79395271387557,17925.0187927187
7,1,0,22,"Southeast",0,0,0,0,9.03211931349763,8367.57430717863,7.32111507088494,1511.88889347037
6,0,1,14,"CenterWest",0,0,0,1,8.03376170198104,3083.31841047605,8.35338027983344,4244.50413268245
7,1,1,8,"Southeast",0,0,0,0,8.59759757424034,5418.62609471575,7.91801006564457,2746.30064666052
12,1,0,0,"South",0,0,1,0,8.77281844465437,6456.34369240088,9.23162818449168,10215.1601442614
4,1,1,9,"Southeast",0,0,0,0,7.9716851690066,2897.7364276597,7.60003436805741,1998.26457039547
10,0,0,0,"Southeast",0,0,0,0,7.5932823127828,1984.81762590651,7.56451271531986,1928.5288075148
6,0,1,8,"South",0,0,1,0,8.11736831251899,3352.18721750192,8.65418934161811,5734.11866736019
9,0,0,12,"Northeast",0,1,0,0,8.20437261641397,3656.90564427089,8.38900597407223,4398.44335375248
12,0,1,15,"Southeast",0,0,0,0,8.68698428836684,5925.28631692151,7.67753808624141,2159.29721917022
11,0,1,20,"Southeast",0,0,0,0,8.48007434529727,4817.80806492917,9.18382588430186,9738.3393514444
15,0,1,27,"Southeast",0,0,0,0,9.02766662224468,8330.39890895919,8.76873615561759,6430.04075595065
10,0,0,18,"Southeast",0,0,0,0,9.06444967440501,8642.52162882732,8.35801159042817,4264.20734026063
7,0,0,0,"Southeast",0,0,0,0,7.02495736759162,1124.34662437893,8.47156811590803,4777.00048972886
17,1,1,7,"Northeast",0,1,0,0,9.10972009658784,9042.76343683396,10.0500994336092,23158.0894233299
8,0,0,23,"South",0,0,1,0,8.69405352450521,5967.32197000453,7.11768730936464,1233.59421018055
12,1,1,13,"CenterWest",0,0,0,1,8.88989404258044,7258.25007730043,8.37573447575721,4340.45506705253
13,0,1,10,"South",0,0,1,0,8.94626975902327,7679.19312691901,9.34752761861982,11470.4290834794
11,1,1,25,"Northeast",0,1,0,0,8.63142462578886,5605.05767733073,9.41099920830236,12222.0772780864
14,1,1,14,"Southeast",0,0,0,0,9.02051511961762,8271.0365572864,9.58836277101338,14593.9563156674
9,1,0,25,"Southeast",0,0,0,0,8.41860841339629,4530.59435197116,9.06956188596673,8686.81715540132
5,1,0,12,"Southeast",0,0,0,0,7.53833067128298,1878.69125281145,7.95226355381146,2842.00069672893
8,0,0,22,"Southeast",0,0,0,0,8.38161324156318,4366.04673589321,8.22210237145205,3722.31986102126
8,0,0,11,"Southeast",0,0,0,0,7.89981855923106,2696.79297568441,7.77669270646429,2384.37593465484
11,0,1,20,"Northeast",0,1,0,0,9.75192184610435,17187.2282969127,8.43712722001306,4615.27724557364
6,1,1,19,"Northeast",0,1,0,0,8.82010183327264,6768.95389490077,7.64280702247409,2085.58990541759
12,0,0,14,"South",0,0,1,0,8.32671769912356,4132.83007359401,8.3677332204089,4305.86454606921
5,0,0,28,"Southeast",0,0,0,0,7.98453484512707,2935.21165888997,8.04329016779021,3112.83811995532
16,0,1,15,"Northeast",0,1,0,0,9.26132851182054,10523.1041264391,8.88854229217244,7248.4453630533
15,0,1,19,"South",0,0,1,0,9.0299610645083,8349.53447261685,9.36962879427282,11726.7612385031
8,1,0,25,"Southeast",0,0,0,0,8.71156468882955,6072.73700187079,7.96743538631031,2885.44780800764
10,0,1,19,"CenterWest",0,0,0,1,8.32730890076985,4135.27413193182,9.00687473331051,8158.98239193183
8,1,1,12,"Southeast",0,0,0,0,8.67084390412121,5830.41758740261,9.23057348617318,10204.3919116507
5,0,0,0,"Southeast",0,0,0,0,7.54152530457,1884.70257930308,6.67729809484511,794.170437366929
4,0,1,26,"Northeast",0,1,0,0,7.76004025427042,2344.99899959985,8.18314274974589,3580.08832094653
9,1,1,0,"South",0,0,1,0,9.22728372555568,10170.8770631549,7.774004955117,2377.97592968782
9,0,0,21,"Southeast",0,0,0,0,8.77675375193941,6481.80144795917,8.29892433700517,4019.54639027044
15,1,0,3,"Northeast",0,1,0,0,8.94028635684897,7633.38261409963,7.84485042680778,2552.55584106359
4,1,1,14,"Southeast",0,0,0,0,8.80534956736049,6669.82943994771,7.85965210766461,2590.61896214345
7,1,0,14,"Northeast",0,1,0,0,7.95745677119165,2856.79821424748,6.89213269044058,984.498811080518
13,0,0,0,"Southeast",0,0,0,0,8.44720773067918,4662.03688161708,9.16882380800678,9593.33444840038
11,1,0,8,"Southeast",0,0,0,0,9.01313882713259,8210.251432523,9.35925329037155,11605.7192034341
10,0,1,2,"Northeast",0,1,0,0,8.00029297439409,2981.83145934805,8.67859099655847,5875.7617874681
7,1,0,4,"Southeast",0,0,0,0,8.2519996087889,3835.28723303325,7.4836890771156,1778.79078313443
10,1,0,13,"CenterWest",0,0,0,1,8.38752723979588,4391.94403137243,7.5063527251871,1819.56497211144
9,0,0,10,"Southeast",0,0,0,0,8.77722382609543,6484.84909155748,8.47367330544244,4787.06757400795
10,0,0,22,"Southeast",0,0,0,0,8.56993796671459,5270.8028148372,8.4161993628807,4519.69305746832
7,0,0,5,"Northeast",0,1,0,0,7.65138233439254,2103.55139199767,7.06559236253425,1170.97540801291
14,1,0,7,"CenterWest",0,0,0,1,9.79553836023917,17953.4640797079,8.97561284432776,7907.86287676346
13,0,0,15,"Southeast",0,0,0,0,8.98524275256911,7984.38271884186,8.16798153489067,3526.21922505
14,0,0,0,"Northeast",0,1,0,0,8.94004125750529,7631.51190629484,8.96979198117176,7861.96599841692
8,1,0,13,"Northeast",0,1,0,0,8.52585404211532,5043.49232188448,6.97888048335607,1073.71565134876
8,0,0,13,"South",0,0,1,0,7.91445110651512,2736.54404687007,8.45291651514521,4688.72755851987
8,0,0,5,"CenterWest",0,0,0,1,8.26241278247372,3875.43340689511,8.14985150304361,3462.86480241359
14,0,1,9,"Northeast",0,1,0,0,8.58735022653568,5363.38307964646,8.06204782784051,3171.77874512896
8,0,0,0,"CenterWest",0,0,0,1,7.97528171580503,2908.17703614559,7.34463955491715,1547.87694007971
10,0,0,7,"Northeast",0,1,0,0,8.14938516667633,3461.25031909667,8.09436921979868,3275.96977846846
11,1,0,11,"Southeast",0,0,0,0,8.45973921397082,4720.82671143767,9.11828362785058,9120.53394404338
12,1,0,10,"Southeast",0,0,0,0,9.04733294467814,8495.84878271052,9.13047977736054,9232.45042745988
9,1,1,8,"Northeast",0,1,0,0,8.79418858360866,6595.80146292084,7.63127329573744,2061.67346930986
18,0,1,0,"South",0,0,1,0,9.56677187141072,14282.2369303716,10.2353480191756,27871.167741221
6,1,1,16,"Southeast",0,0,0,0,8.64571059504596,5685.70605751798,8.234452180157,3768.57483137067
5,1,0,3,"Southeast",0,0,0,0,7.61647195031212,2031.38265355683,7.60566626364804,2009.55033812075
10,0,1,13,"Northeast",0,1,0,0,8.59596261679858,5409.77410993912,8.74356495086661,6270.20890257255
16,1,0,15,"CenterWest",0,0,0,1,9.60351332466376,14816.7462677896,9.64670238789461,15470.6875690255
10,0,1,19,"Southeast",0,0,0,0,9.21296496658186,10026.2804186933,9.14160070194148,9335.69684609751
